text,category
"app really useful access documents i&#39m one big thing think lacks way share folders you&#39re using app i&#39d love able share folder via app i&#39ve needed out, unfortunately, app 3113 doesn&#39t feature would really useful have!",U
convenient moving files without connecting computer!,U
"put folders first files! would put folder favorite, thus putting files inside favorite",U
rely dropbox syncing daily annotated pdfs ipad home computer today&#39s update sync stopped working,U
"it&#39s really good cloud app, makes stand new pdf viewer! read huge files ipad can&#39t google drive&#39s app",U
"long wait, glad feature!",U
"use several apps pdf viewing one feature keeps prowl holy grail pdf viewers, app supports pdf markup musician heavy e-reader, rely heavily pdf markup dropbox, give us simple pdf markup abilities, eg, highlight, pen, erase, opacity, put several pdf viewer apps bed couple features ability share folder pdfs dropbox users you&#39ve converted me, countless others, pdf viewing dropbox",U
new pdf reader awesome!!,U
"takes forever upload photos, 2-3 weeks started photos finally became viewable problems installing last update love recent upgrades syncs perfectly sharing easy overall, great app needs tweaks",U
works wonderful iphone 4s many things pc automatically syncs iphone never without important documents need review look password encoded super easy huge time saver love it!!,U
"gotta say, overall like app, although logic behind 15 min cap streaming alludes thought may imposed reduce bandwidth, limit actually increases bandwidth reason start downloading whole file, start streaming 15 min up, switch downloaded file me, uses data can&#39t stream whole thing? overall, though, like everything else app",U
nice smooth photo streaming device device,U
"honestly, took time get used using application - web clipping, photo notes, sharing, etc, find app &#34deal killer&#34 - one thing must every device - note scanning powerful read scribbles (take notes meeting, take pics evernote, throw out!) exploring business application - sky&#39s limit",U
